date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,symbol,year,revenue,net_income,operating_income,gross_profit,total_assets,total_liabilities,long_term_debt,cash_and_equivalents,operating_cashflow,capital_expenditures,real_gdp,real_gdp_per_capita,cpi,inflation,unemployment,federal_funds_rate,retail_sales,treasury_yield_10y
2021-01-21,224.7,226.3,222.42,224.97,215.852668454129,30749553,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-01-22,227.08,230.07,225.8,225.95,216.792952114551,30172663,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-01-25,229.12,229.78,224.22,229.53,220.227865894458,33152095,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-01-26,231.86,234.18,230.08,232.33,222.91439063852,49169601,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-01-27,238.0,240.44,230.14,232.9,223.461290318561,69870638,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-01-28,235.61,242.64,235.09,238.93,229.246913249523,49111159,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-01-29,235.99,238.02,231.35,231.96,222.559385583055,42503138,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-02-01,235.06,242.5,232.43,239.65,229.937733897996,33314193,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-02-02,241.3,242.31,238.69,239.51,229.803407660792,25678356,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-02-03,239.57,245.09,239.26,243.0,233.151968859641,27158104,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-02-04,242.66,243.2399,240.37,242.01,232.20209046799,25296100,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-02-05,242.23,243.28,240.42,242.2,232.384390361337,18054752,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-02-08,243.15,243.68,240.81,242.47,232.643448104515,22211929,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-02-09,241.87,244.76,241.38,243.77,233.890763164258,23471475,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-02-10,245.0,245.92,240.89,242.82,232.979263697523,22117240,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-02-11,244.78,245.15,242.15,244.49,234.581583812731,15751059,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-02-12,243.9332,245.3,242.73,244.99,235.06132037417,16561079,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-02-16,245.03,246.13,242.92,243.7,233.823600045656,26728487,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-02-17,241.32,244.31,240.94,244.2,234.840641555908,21451617,0.56,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-02-18,241.8,243.93,240.86,243.79,234.446355466482,16925563,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-02-19,243.75,243.86,240.18,240.97,231.734436509939,25262600,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-02-22,237.42,237.93,232.4,234.51,225.522026418002,36182764,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-02-23,230.325,234.83,228.73,233.27,224.329551415834,30228704,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-02-24,230.01,235.2,229.0,234.55,225.560493353556,26339746,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-02-25,232.08,234.5852,227.88,228.99,220.213589311578,39118089,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-02-26,231.525,235.37,229.54,232.38,223.473662099762,37545055,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-01,235.9,237.47,233.15,236.94,227.858892752895,25332837,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-02,237.01,237.3,233.45,233.87,224.906555449141,22812459,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-03,232.155,233.5799,227.26,227.56,218.83839636553,34029526,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-04,226.735,232.49,224.26,226.73,218.040207452789,44727785,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-05,229.5165,233.27,226.46,231.6,222.723556856463,41872770,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-08,231.37,233.365,227.13,227.39,218.674911889427,35267440,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-09,232.88,235.3839,231.67,233.78,224.820004844145,33080531,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-10,237.0,237.0,232.04,232.42,223.512129035316,29746812,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-11,234.96,239.17,234.31,237.13,228.041610696775,29907586,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-12,234.01,235.82,233.23,235.75,226.714501420169,22653662,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-15,234.96,235.185,231.81,234.81,225.810528434655,26042669,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-16,236.28,240.055,235.94,237.71,228.599381262305,28092196,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-17,236.15,238.55,233.23,237.04,227.955060091779,29562100,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-18,232.56,234.19,230.33,230.72,221.87728427428,34852251,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-19,231.02,232.474,229.3496,230.35,221.521465120407,46430730,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-22,230.27,236.9,230.14,235.99,226.945303033492,30127005,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-23,237.485,241.05,237.07,237.58,228.474363721755,31638376,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-24,237.845,238.0,235.32,235.46,226.435616137404,25620127,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-25,235.3,236.94,231.57,232.34,223.435195164208,34061853,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-26,231.55,236.71,231.55,236.48,227.416522994026,25479853,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-29,236.59,236.8,231.88,235.24,226.224047991858,25227455,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-30,233.525,233.85,231.1,231.85,222.963975203674,24792012,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-03-31,232.91,239.1,232.39,235.77,226.733734887946,43623471,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-04-01,238.47,242.84,238.0501,242.35,233.061545786545,30337982,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-04-05,242.76,249.96,242.7,249.07,239.523990959583,36910609,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-04-06,247.61,249.4,246.88,247.86,238.36036615908,22931923,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-04-07,247.81,250.93,247.19,249.9,240.322179872324,22719835,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-04-08,252.77,254.139,252.0,253.25,243.543785724954,23625197,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-04-09,252.87,255.99,252.44,255.85,246.04413653595,24326833,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-04-12,254.71,257.67,254.62,255.91,246.101836939281,27148668,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-04-13,257.2573,259.19,256.83,258.49,248.582954282501,23837469,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-04-14,257.475,258.83,255.16,255.59,245.794101454851,23070938,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-04-15,257.931,259.93,257.73,259.5,249.554244405234,25627481,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-04-16,259.47,261.0,257.6014,260.74,250.746719407402,24878582,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-04-19,260.19,261.48,257.821,258.74,248.823372629712,23209260,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-04-20,257.82,260.2,256.84,258.26,248.361769403067,19722875,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-04-21,258.94,260.68,257.25,260.58,250.592851665187,24030383,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-04-22,260.21,261.78,255.64,257.17,247.313545409226,25606152,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-04-23,257.88,261.51,257.27,261.15,251.141005496828,21499286,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-04-26,261.66,262.435,260.17,261.55,251.525674852366,19763346,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-04-27,261.585,263.19,260.12,261.97,251.929577675681,31014213,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-04-28,256.078,256.5399,252.95,254.56,244.803577864341,46903119,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-04-29,255.46,256.1,249.0,252.51,242.832147417209,40589023,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-04-30,249.74,253.08,249.6,252.18,242.51479519889,30945098,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-05-03,253.4,254.35,251.12,251.86,242.20705971446,19626568,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2021-05-04,250.97,251.21,245.76,247.79,238.293049021861,32756052,0.0,1.0,MSFT,2021.0,41706000000.0,15457000000.0,17048000000.0,28661000000.0,308879000000.0,174374000000.0,50007000000.0,13702000000.0,22179000000.0,5089000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
