date,symbol,log_ret,volatility_20d,volume_change,ps_ratio,pe_ratio,rev_growth_qoq,real_rate,yield_curve,unemployment_change,close,is_trading_day
2021-07-03,TSM,0.0,0.013043364549252307,-0.9999999999998455,3.2805071627105426e-10,8.32898859125388e-10,0.0,-7.92279982052121,1.68,0.0,118.91,1.0
2021-07-04,TSM,0.0,0.011908083416240686,-0.9999999999998358,3.2805071627105426e-10,8.32898859125388e-10,0.0,-7.92279982052121,1.68,0.0,118.91,1.0
2021-07-05,TSM,0.0,0.011571650637320791,-0.999999999999824,3.2805071627105426e-10,8.32898859125388e-10,0.0,-7.92279982052121,1.68,0.0,118.91,1.0
2021-07-06,TSM,0.009541418217774765,0.011417044613761444,0.2720526988030055,3.3119576560709836e-10,8.408839293415425e-10,0.0,-7.92279982052121,1.68,0.0,120.05,1.0
2021-07-07,TSM,-0.01510729529521983,0.011766695152520162,0.3118299685055156,3.262298982343972e-10,8.282759237370879e-10,0.0,-7.92279982052121,1.68,0.0,118.25,1.0
2021-07-08,TSM,-0.0032187051335642353,0.009797802259553052,0.4045321248992986,3.251815484557158e-10,8.256142336650364e-10,0.0,-7.92279982052121,1.68,0.0,117.87,1.0
2021-07-09,TSM,0.02256523207976202,0.010924372714169971,0.4425530868123501,3.3260276136269704e-10,8.444561975961381e-10,0.0,-7.92279982052121,1.68,0.0,120.56,1.0
2021-07-10,TSM,0.0,0.010924372714169971,-0.9999999999998277,3.3260276136269704e-10,8.444561975961381e-10,0.0,-7.92279982052121,1.68,0.0,120.56,1.0
2021-07-11,TSM,0.0,0.010242492554866004,-0.9999999999998095,3.3260276136269704e-10,8.444561975961381e-10,0.0,-7.92279982052121,1.68,0.0,120.56,1.0
2021-07-12,TSM,0.01702413745569469,0.010722489563346885,1.0543938386539862,3.3831350884130335e-10,8.589554040412609e-10,0.0,-7.92279982052121,1.68,0.0,122.63,1.0
2021-07-13,TSM,0.010303096861162115,0.010510694542494411,1.4832310296204434,3.4181720415426477e-10,8.678510524399594e-10,0.0,-7.92279982052121,1.68,0.0,123.9,1.0
2021-07-14,TSM,0.003947002586776482,0.01038597880909754,0.886895780605636,3.431690236057223e-10,8.712832317433942e-10,0.0,-7.92279982052121,1.68,0.0,124.39,1.0
2021-07-15,TSM,-0.05672817107711054,0.016862077445296816,2.672773001303406,3.242435512853167e-10,8.232327214953062e-10,0.0,-7.92279982052121,1.68,0.0,117.53,1.0
2021-07-16,TSM,-0.015347323999070071,0.017227794073370075,0.713411400777641,3.1930527206468606e-10,8.106947603664317e-10,0.0,-7.92279982052121,1.68,0.0,115.74,1.0
2021-07-17,TSM,0.0,0.017227794073370075,-0.9999999999998584,3.1930527206468606e-10,8.106947603664317e-10,0.0,-7.92279982052121,1.68,0.0,115.74,1.0
2021-07-18,TSM,0.0,0.016070237901792676,-0.9999999999998465,3.1930527206468606e-10,8.106947603664317e-10,0.0,-7.92279982052121,1.68,0.0,115.74,1.0
2021-07-19,TSM,-0.003375311525930093,0.01599293202128756,0.4018674867974217,3.182293341339341e-10,8.079630258187999e-10,0.0,-7.92279982052121,1.68,0.0,115.35,1.0
2021-07-20,TSM,0.009061550677574953,0.016184440371340304,0.08638806091780996,3.211260901013432e-10,8.153176957547319e-10,0.0,-7.92279982052121,1.68,0.0,116.4,1.0
2021-07-21,TSM,0.012549786941140595,0.016174976371117627,-0.13135892666059482,3.251815484557158e-10,8.256142336650364e-10,0.0,-7.92279982052121,1.68,0.0,117.87,1.0
2021-07-22,TSM,-0.011176160351528713,0.016319160535861403,-0.10715165091642956,3.215675005344722e-10,8.164384073640167e-10,0.0,-7.92279982052121,1.68,0.0,116.56,1.0
2021-07-23,TSM,0.0019712884035246597,0.01633145419833572,-0.14141557323346787,3.222020280320951e-10,8.180494303023637e-10,0.0,-7.92279982052121,1.68,0.0,116.79,1.0
2021-07-24,TSM,0.0,0.01633145419833572,-0.9999999999998512,3.222020280320951e-10,8.180494303023637e-10,0.0,-7.92279982052121,1.68,0.0,116.79,1.0
2021-07-25,TSM,0.0,0.01633145419833572,-0.9999999999998512,3.222020280320951e-10,8.180494303023637e-10,0.0,-7.92279982052121,1.68,0.0,116.79,1.0
2021-07-26,TSM,-0.009809061613025881,0.01625335276515821,-0.0369637279772624,3.19056978696051e-10,8.10064360086209e-10,0.0,-7.92279982052121,1.68,0.0,115.65,1.0
2021-07-27,TSM,-0.018413190934868068,0.01641113651976448,0.6186397097635032,3.1323587860916244e-10,7.95284975738765e-10,0.0,-7.92279982052121,1.68,0.0,113.54,1.0
2021-07-28,TSM,0.013385441092786958,0.01676414823101721,-0.0025730104983358506,3.1745686587595837e-10,8.060017805025514e-10,0.0,-7.92279982052121,1.68,0.0,115.07,1.0
2021-07-29,TSM,0.009341820381051153,0.016021765332349273,0.05267004732098578,3.204363862995791e-10,8.135665838652243e-10,0.0,-7.92279982052121,1.68,0.0,116.15,1.0
2021-07-30,TSM,0.004209809043929855,0.016075097747018527,-0.08687147932889537,3.2178820575103667e-10,8.169987631686591e-10,0.0,-7.92279982052121,1.68,0.0,116.64,1.0
