date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2022-05-12,142.77,146.2,138.8,142.56,140.027919027391,182602041,0.0,1.0
2022-05-13,144.59,148.105,143.11,147.11,144.497104153476,113990852,0.0,1.0
2022-05-16,145.55,147.5199,144.18,145.54,142.954989725355,86643781,0.0,1.0
2022-05-17,148.86,149.77,146.68,149.24,146.589272135577,78336254,0.0,1.0
2022-05-18,146.85,147.3601,139.9,140.82,138.318824056098,109742890,0.0,1.0
2022-05-19,139.88,141.66,136.6,137.35,134.910456498402,136095640,0.0,1.0
2022-05-20,139.09,140.7,132.61,137.59,135.146193735822,137426125,0.0,1.0
2022-05-23,137.79,143.26,137.65,143.11,140.568150196479,117726265,0.0,1.0
2022-05-24,140.805,141.97,137.33,140.36,137.866994351043,104132746,0.0,1.0
2022-05-25,138.43,141.785,138.34,140.52,138.024152509323,92482696,0.0,1.0
2022-05-26,137.39,144.34,137.14,143.78,141.226249984276,90601548,0.0,1.0
2022-05-27,145.39,149.68,145.26,149.64,146.982167531277,90978503,0.0,1.0
2022-05-31,149.07,150.66,146.84,148.84,146.196376739878,103718416,0.0,1.0
2022-06-01,149.9,151.74,147.68,148.71,146.068685736275,74286635,0.0,1.0
2022-06-02,147.83,151.27,146.86,151.21,148.524281959399,72348055,0.0,1.0
2022-06-03,146.9,147.97,144.46,145.38,142.797831567075,88570289,0.0,1.0
2022-06-06,147.03,148.5689,144.9,146.14,143.544332818904,71598380,0.0,1.0
2022-06-07,144.345,149.0,144.1,148.71,146.068685736275,67808150,0.0,1.0
2022-06-08,148.58,149.8697,147.46,147.96,145.332006869338,53950201,0.0,1.0
2022-06-09,147.08,147.95,142.53,142.64,140.106498106531,69472976,0.0,1.0
2022-06-10,140.28,140.76,137.06,137.13,134.694364030767,91566637,0.0,1.0
2022-06-13,132.87,135.2,131.44,131.88,129.537611962208,122207099,0.0,1.0
2022-06-14,133.13,133.89,131.48,132.76,130.401981832748,84784326,0.0,1.0
2022-06-15,134.29,137.34,132.16,135.43,133.024558599043,91532972,0.0,1.0
2022-06-16,132.08,132.39,129.04,130.06,127.749937911774,107961508,0.0,1.0
2022-06-17,130.065,133.079,129.81,131.56,129.223295645648,134520290,0.0,1.0
2022-06-21,133.42,137.06,133.32,135.87,133.456743534313,81000488,0.0,1.0
2022-06-22,134.79,137.76,133.91,135.35,132.945979519903,73409234,0.0,1.0
2022-06-23,136.82,138.59,135.63,138.27,135.814115908512,72433768,0.0,1.0
2022-06-24,139.9,141.91,139.77,141.66,139.143904387067,89116837,0.0,1.0
2022-06-27,142.695,143.49,140.965,141.66,139.143904387067,70207908,0.0,1.0
2022-06-28,142.13,143.422,137.325,137.44,134.998857962435,67315328,0.0,1.0
2022-06-29,137.46,140.67,136.67,139.23,136.757064858191,66242411,0.0,1.0
2022-06-30,137.25,138.37,133.7737,136.72,134.291646250175,98964467,0.0,1.0
2022-07-01,136.04,139.04,135.66,138.93,136.462393311416,71051552,0.0,1.0
2022-07-05,137.77,141.61,136.93,141.56,139.045680538142,73429641,0.0,1.0
2022-07-06,141.355,144.12,141.08,142.92,140.381524883521,74064254,0.0,1.0
2022-07-07,143.29,146.55,143.28,146.35,143.750602901647,66253709,0.0,1.0
2022-07-08,145.265,147.55,145.0,147.04,144.428347459229,64547798,0.0,1.0
2022-07-11,145.67,146.64,143.78,144.87,142.296889937558,63305113,0.0,1.0
2022-07-12,145.76,148.45,145.05,145.86,143.269306041914,77588759,0.0,1.0
2022-07-13,142.99,146.45,142.1201,145.49,142.905877800892,71185560,0.0,1.0
2022-07-14,144.08,148.95,143.25,148.47,145.832948498855,78140744,0.0,1.0
2022-07-15,149.78,150.86,148.2,150.17,147.502753930579,76259931,0.0,1.0
2022-07-18,150.74,151.57,146.7,147.07,144.457814613906,81420868,0.0,1.0
2022-07-19,147.92,151.23,146.91,151.0,148.318011876656,82982367,0.0,1.0
2022-07-20,151.12,153.72,150.37,153.04,150.321778394725,64823413,0.0,1.0
2022-07-21,154.5,155.57,151.94,155.35,152.590749304891,65086636,0.0,1.0
2022-07-22,155.39,156.28,153.41,154.09,151.353128808437,66675408,0.0,1.0
2022-07-25,154.01,155.04,152.28,152.95,150.233376930692,53623945,0.0,1.0
2022-07-26,152.265,153.085,150.8,151.6,148.907354970206,55138691,0.0,1.0
2022-07-27,152.58,157.33,152.16,156.79,154.00517272941,78620688,0.0,1.0
2022-07-28,156.98,157.64,154.41,157.35,154.55522628339,81378731,0.0,1.0
2022-07-29,161.24,163.63,159.5,162.51,159.623576887917,101786860,0.0,1.0
2022-08-01,161.01,163.59,160.89,161.51,158.641338398667,67829379,0.0,1.0
2022-08-02,160.1,162.41,159.63,160.01,157.167980664793,59907025,0.0,1.0
2022-08-03,160.84,166.59,160.75,166.13,163.179280218999,82507488,0.0,1.0
2022-08-04,166.005,167.19,164.43,165.81,162.86496390244,55474144,0.0,1.0
2022-08-05,163.21,165.85,163.0,165.35,162.639049049912,56696985,0.23,1.0
2022-08-08,166.37,167.81,164.2,164.87,162.166918759353,60362338,0.0,1.0
2022-08-09,164.02,165.82,163.25,164.92,162.216098997953,63135503,0.0,1.0
2022-08-10,167.68,169.34,166.9,169.24,166.465271612985,70170540,0.0,1.0
2022-08-11,170.06,170.99,168.19,168.49,165.727568033987,57149159,0.0,1.0
2022-08-12,169.82,172.17,169.4,172.1,169.2783812609,68039382,0.0,1.0
2022-08-15,171.52,173.39,171.345,173.19,170.350510462378,54091694,0.0,1.0
2022-08-16,172.78,173.71,171.6618,173.03,170.193133698859,56377050,0.0,1.0
2022-08-17,172.77,176.15,172.57,174.55,171.688212952296,79542037,0.0,1.0
2022-08-18,173.75,174.9,173.12,174.15,171.294771043497,62290075,0.0,1.0
2022-08-19,173.03,173.74,171.3101,171.52,168.707890493141,70346295,0.0,1.0
2022-08-22,169.69,169.86,167.135,167.57,164.822651643748,69026809,0.0,1.0
2022-08-23,167.08,168.71,166.65,167.23,164.488226021269,54147079,0.0,1.0
2022-08-24,167.32,168.11,166.245,167.53,164.783307452868,53841524,0.0,1.0
2022-08-25,168.78,170.14,168.35,170.03,167.242319382864,51218209,0.0,1.0
2022-08-26,170.57,171.05,163.56,163.62,160.937412794355,78960980,0.0,1.0
2022-08-29,161.145,162.9,159.82,161.38,158.734138105079,72724452,0.0,1.0
2022-08-30,162.13,162.56,157.72,158.91,156.304634318243,77906197,0.0,1.0
2022-08-31,160.305,160.58,157.14,157.22,154.642342253566,87991091,0.0,1.0
2022-09-01,156.64,158.42,154.67,157.96,155.370209784845,74229896,0.0,1.0
2022-09-02,159.75,160.362,154.965,155.81,153.255459525049,76957768,0.0,1.0
2022-09-06,156.47,157.09,153.69,154.53,151.996445416891,73295539,0.0,1.0
2022-09-07,154.825,156.67,153.61,155.96,153.403000240848,87449574,0.0,1.0
2022-09-08,154.64,156.36,152.68,154.46,151.927593082851,84923847,0.0,1.0
2022-09-09,155.47,157.82,154.75,157.37,154.789882969366,68081006,0.0,1.0
2022-09-12,159.59,164.26,159.3,163.43,160.750527887675,104955962,0.0,1.0
2022-09-13,159.9,160.54,153.37,153.84,151.317758124212,122656614,0.0,1.0
2022-09-14,154.785,157.1,153.6106,155.31,152.76365713905,87965409,0.0,1.0
2022-09-15,154.65,155.24,151.38,152.37,149.871859109375,90481110,0.0,1.0
2022-09-16,151.21,151.35,148.37,150.7,148.229239140138,162278841,0.0,1.0
2022-09-19,149.31,154.56,149.1,154.48,151.947265178291,81474246,0.0,1.0
2022-09-20,153.4,158.08,153.08,156.9,154.327588726527,107689796,0.0,1.0
2022-09-21,157.34,158.74,153.6,153.72,151.199725551572,101696790,0.0,1.0
2022-09-22,152.38,154.47,150.91,152.74,150.235792875014,86264792,0.0,1.0
2022-09-23,151.19,151.47,148.56,150.43,147.963665851698,96029909,0.0,1.0
2022-09-26,149.66,153.7701,149.64,150.77,148.298091474178,93339409,0.0,1.0
2022-09-27,152.74,154.72,149.945,151.76,149.271860198456,84442741,0.0,1.0
2022-09-28,147.64,150.6414,144.84,149.84,147.383339036219,146691387,0.0,1.0
2022-09-29,146.1,146.72,140.68,142.48,140.144007914312,128138237,0.0,1.0
2022-09-30,141.28,143.1,138.0,138.2,135.934179490159,124925274,0.0,1.0
2022-10-03,138.21,143.07,137.685,142.45,140.114499771152,114311663,0.0,1.0
2022-10-04,145.03,146.22,144.26,146.1,143.704657188946,87830064,0.0,1.0
2022-10-05,144.075,147.38,143.01,146.4,143.999738620545,79470968,0.0,1.0
2022-10-06,145.81,147.54,145.22,145.43,143.045641991707,68402169,0.0,1.0
2022-10-07,142.54,143.1,139.445,140.09,137.793192509236,85925559,0.0,1.0
2022-10-10,140.42,141.89,138.5729,140.42,138.117782083996,74899002,0.0,1.0
2022-10-11,139.9,141.35,138.22,138.98,136.701391212318,77033672,0.0,1.0
2022-10-12,139.13,140.36,138.16,138.34,136.071884158239,70433744,0.0,1.0
2022-10-13,134.99,143.59,134.37,142.99,140.645646348031,113223975,0.0,1.0
2022-10-14,144.31,144.52,138.19,138.38,136.111228349119,88597969,0.0,1.0
2022-10-17,141.065,142.9,140.27,142.41,140.075155580272,85250939,0.0,1.0
2022-10-18,145.49,146.7,140.61,143.75,141.39318597475,99136610,0.0,1.0
2022-10-19,141.69,144.9492,141.5,143.86,141.50138249967,61758340,0.0,1.0
2022-10-20,143.02,145.89,142.65,143.39,141.03908825683,64521989,0.0,1.0
2022-10-21,142.87,147.8479,142.649,147.27,144.855474772184,86548609,0.0,1.0
2022-10-24,147.185,150.23,146.0,149.45,146.99973317514,75981918,0.0,1.0
2022-10-25,150.09,152.49,149.36,152.34,149.842350966215,74732290,0.0,1.0
2022-10-26,150.96,151.99,148.04,149.35,146.90137269794,88436172,0.0,1.0
2022-10-27,148.07,149.046,144.13,144.8,142.425970985348,109180150,0.0,1.0
2022-10-28,148.2,157.5,147.82,155.74,153.186607191009,164762371,0.0,1.0
2022-10-31,153.155,154.24,151.92,153.34,150.825955738213,97943171,0.0,1.0
2022-11-01,155.08,155.45,149.13,150.65,148.180058901538,80379345,0.0,1.0
2022-11-02,148.945,152.17,145.0,145.03,142.652200082908,93604623,0.0,1.0
2022-11-03,142.06,142.8,138.75,138.88,136.603030735118,97918516,0.0,1.0
2022-11-04,142.09,142.67,134.38,138.38,136.337457446679,140814796,0.23,1.0
2022-11-07,137.11,139.145,135.671,138.92,136.869486836917,83374628,0.0,1.0
2022-11-08,140.41,141.43,137.49,139.5,137.440925811618,89908477,0.0,1.0
2022-11-09,138.5,138.55,134.5933,134.87,132.879266410128,74917794,0.0,1.0
2022-11-10,141.24,146.87,139.5,146.87,144.702141748762,118854028,0.0,1.0
2022-11-11,145.82,150.01,144.37,149.7,147.490369849457,93979665,0.0,1.0
2022-11-14,148.97,150.28,147.43,148.28,146.091329601052,73374114,0.0,1.0
2022-11-15,152.215,153.59,148.5613,150.04,147.825351317385,89868332,0.0,1.0
2022-11-16,149.13,149.87,147.29,148.79,146.593801802944,64218266,0.0,1.0
2022-11-17,146.43,151.48,146.15,150.72,148.49531425324,80389400,0.0,1.0
2022-11-18,152.305,152.7,149.97,151.29,149.056900831826,74829573,0.0,1.0
2022-11-21,150.16,150.37,147.715,148.01,145.825314905932,58724070,0.0,1.0
2022-11-22,148.13,150.42,146.925,150.18,147.963284863002,51804132,0.0,1.0
2022-11-23,149.45,151.83,149.34,151.07,148.840148117284,58301395,0.0,1.0
2022-11-25,148.305,148.88,147.12,148.11,145.923838867088,35195860,0.0,1.0
2022-11-28,145.14,146.64,143.38,144.22,142.091256778147,69346522,0.0,1.0
2022-11-29,144.29,144.81,140.355,141.17,139.086275962911,83763803,0.0,1.0
2022-11-30,141.395,148.72,140.55,148.03,145.845019698163,111380880,0.0,1.0
2022-12-01,148.21,149.13,146.61,148.31,146.120886789398,71250416,0.0,1.0
2022-12-02,145.96,148.0,145.65,147.81,145.628266983622,65447446,0.0,1.0
2022-12-05,147.77,150.9199,145.77,146.63,144.465684241989,68826442,0.0,1.0
2022-12-06,147.075,147.3,141.92,142.91,140.800592887013,64727186,0.0,1.0
2022-12-07,142.19,143.37,140.0,140.94,138.859670852254,69721094,0.0,1.0
2022-12-08,142.36,143.52,141.1,142.65,140.544430588009,62128338,0.0,1.0
2022-12-09,142.34,145.57,140.9,142.16,140.061663178348,76097011,0.0,1.0
2022-12-12,142.7,144.5,141.06,144.49,142.357271473266,70462654,0.0,1.0
2022-12-13,149.5,149.9692,144.24,145.47,143.322806292588,93886161,0.0,1.0
2022-12-14,145.35,146.655,141.16,143.21,141.096164770479,82291182,0.0,1.0
2022-12-15,141.11,141.8,136.025,136.5,134.485206976959,98931907,0.0,1.0
2022-12-16,136.685,137.65,133.73,134.51,132.524580149969,160156900,0.0,1.0
2022-12-19,135.11,135.2,131.32,132.37,130.416167381246,79592614,0.0,1.0
2022-12-20,131.39,133.25,129.89,132.3,130.347200608438,77432819,0.0,1.0
2022-12-21,132.98,136.81,132.75,135.45,133.450705384829,85927993,0.0,1.0
2022-12-22,134.352,134.56,130.3,132.23,130.278233835629,77852108,0.0,1.0
2022-12-23,130.92,132.415,129.64,131.86,129.913695179354,63814893,0.0,1.0
2022-12-27,131.38,131.41,128.72,130.03,128.110706690213,69007830,0.0,1.0
2022-12-28,129.67,131.0275,125.87,126.04,124.179600640117,85438391,0.0,1.0
2022-12-29,127.99,130.4814,127.73,129.61,127.696906053361,75703710,0.0,1.0
2022-12-30,128.41,129.95,127.43,129.93,128.012182729057,77034209,0.0,1.0
2023-01-03,130.28,130.9,124.17,125.07,123.223918216911,112117471,0.0,1.0
2023-01-04,126.89,128.6557,125.08,126.36,124.494877315814,89113633,0.0,1.0
2023-01-05,127.13,127.77,124.76,125.02,123.174656236333,80962708,0.0,1.0
2023-01-06,126.01,130.29,124.89,129.62,127.706758449476,87754715,0.0,1.0
2023-01-09,130.465,133.41,129.89,130.15,128.228935443599,70790813,0.0,1.0
2023-01-10,130.26,131.2636,128.12,130.73,128.8003744183,63896155,0.0,1.0
2023-01-11,131.25,133.51,130.46,133.49,131.519635746185,69458949,0.0,1.0
2023-01-12,133.88,134.26,131.44,133.41,131.440816577261,71379648,0.0,1.0
2023-01-13,132.03,134.92,131.66,134.76,132.770890052858,57809719,0.0,1.0
2023-01-17,134.83,137.29,134.13,135.94,133.93347279449,63646627,0.0,1.0
2023-01-18,136.815,138.61,135.03,135.21,133.214247878056,69672800,0.0,1.0
2023-01-19,134.08,136.25,133.77,135.27,133.273362254749,58280413,0.0,1.0
2023-01-20,135.28,138.02,134.22,137.87,135.834985244787,80223626,0.0,1.0
2023-01-23,138.12,143.315,137.9,141.11,139.027161586218,81760313,0.0,1.0
2023-01-24,140.305,143.16,140.3,142.53,140.426201834623,66435142,0.0,1.0
2023-01-25,140.89,142.43,138.81,141.86,139.766091294883,65799349,0.0,1.0
2023-01-26,143.17,144.25,141.9,143.96,141.835094479143,54105068,0.0,1.0
2023-01-27,143.155,147.23,143.08,145.93,143.776016513902,70555843,0.0,1.0
2023-01-30,144.955,145.55,142.85,143.0,140.889264452053,64015274,0.0,1.0
2023-01-31,142.7,144.34,142.28,144.29,142.160223550956,65874459,0.0,1.0
2023-02-01,143.97,146.61,141.32,145.43,143.283396708126,77663633,0.0,1.0
2023-02-02,148.9,151.18,148.17,150.82,148.593838214396,118338980,0.0,1.0
2023-02-03,148.03,157.38,147.83,154.5,152.21951998491,154357337,0.0,1.0
2023-02-06,152.575,153.1,150.78,151.73,149.490406260909,69858306,0.0,1.0
2023-02-07,150.64,155.23,150.64,154.65,152.367305926643,83322551,0.0,1.0
2023-02-08,153.88,154.58,151.168,151.92,149.677601787104,64120079,0.0,1.0
2023-02-09,153.775,154.33,150.42,150.87,148.643100194973,56007143,0.0,1.0
2023-02-10,149.46,151.3401,149.22,151.01,149.007638851248,57450708,0.23,1.0
2023-02-13,150.952,154.26,150.92,153.85,151.809981042742,62199013,0.0,1.0
2023-02-14,152.12,153.77,150.86,153.2,151.168599907365,61707573,0.0,1.0
2023-02-15,153.11,155.5,152.88,155.33,153.270356550986,65669252,0.0,1.0
2023-02-16,153.51,156.33,153.3475,153.71,151.671837413584,68167942,0.0,1.0
2023-02-17,152.35,153.0,150.85,152.55,150.527218771988,59144118,0.0,1.0
2023-02-21,150.2,151.3,148.405,148.48,146.511186124318,58867230,0.0,1.0
2023-02-22,148.87,149.95,147.16,148.91,146.935484413875,51011305,0.0,1.0
2023-02-23,150.09,150.34,147.24,149.4,147.418987115929,48394249,0.0,1.0
2023-02-24,147.11,147.19,145.7202,146.71,144.764655955676,55469606,0.0,1.0
2023-02-27,147.71,149.17,147.45,147.92,145.958611607685,44998470,0.0,1.0
2023-02-28,147.05,149.08,146.83,147.41,145.455374101466,50546998,0.0,1.0
2023-03-01,146.83,147.2285,145.01,145.31,143.383219664094,55478991,0.0,1.0
2023-03-02,144.38,146.71,143.9,145.91,143.975263789058,52279761,0.0,1.0
2023-03-03,148.045,151.11,147.33,151.03,149.027373655413,70732297,0.0,1.0
2023-03-06,153.785,156.3,153.46,153.83,151.790246238577,87558028,0.0,1.0
2023-03-07,153.7,154.0299,151.13,151.6,149.589815574129,56182028,0.0,1.0
2023-03-08,152.81,153.47,151.83,152.87,150.842975638635,47204791,0.0,1.0
2023-03-09,153.559,154.535,150.225,150.59,148.593207963773,53833582,0.0,1.0
2023-03-10,150.21,150.94,147.6096,148.5,146.530920928484,68572400,0.0,1.0
2023-03-13,147.805,153.14,147.7,150.47,148.474799138781,84457122,0.0,1.0
2023-03-14,151.28,153.4,150.1,152.59,150.566688380319,73695893,0.0,1.0
2023-03-15,151.19,153.245,149.92,152.99,150.961384463628,77167866,0.0,1.0
2023-03-16,152.16,156.46,151.64,155.85,153.783461459287,76254419,0.0,1.0
2023-03-17,156.08,156.74,154.28,155.0,152.944732282256,98944633,0.0,1.0
2023-03-20,155.07,157.82,154.15,157.4,155.31290878211,73641415,0.0,1.0
2023-03-21,157.32,159.4,156.54,159.28,157.167980373662,73938285,0.0,1.0
2023-03-22,159.3,162.14,157.81,157.83,155.737207071667,75701811,0.0,1.0
2023-03-23,158.83,161.5501,157.68,158.93,156.822621300767,67622060,0.0,1.0
2023-03-24,158.86,160.34,157.85,160.25,158.125118375687,59256343,0.0,1.0
2023-03-27,159.94,160.77,157.87,158.28,156.18124016539,52390266,0.0,1.0
2023-03-28,157.97,158.49,155.98,157.65,155.559593834178,45992152,0.0,1.0
2023-03-29,159.37,161.05,159.35,160.77,158.638223283989,51305691,0.0,1.0
2023-03-30,161.53,162.47,161.271,162.36,160.207140215142,49501689,0.0,1.0
2023-03-31,162.44,165.0,161.91,164.9,162.713460344155,68749792,0.0,1.0
2023-04-03,164.27,166.29,164.22,166.17,163.966620408661,56976187,0.0,1.0
2023-04-04,166.595,166.84,165.11,165.63,163.433780696194,46278295,0.0,1.0
2023-04-05,164.74,165.05,161.8,163.76,161.588576506724,51511744,0.0,1.0
2023-04-06,162.43,164.9584,162.0,164.66,162.476642694169,45390123,0.0,1.0
2023-04-10,161.42,162.03,160.08,162.03,159.881515946412,47716882,0.0,1.0
2023-04-11,162.35,162.36,160.51,160.8,158.667825490237,47644217,0.0,1.0
2023-04-12,161.22,162.06,159.78,160.1,157.977107344446,50133062,0.0,1.0
2023-04-13,161.63,165.8,161.42,165.56,163.364708881614,68445649,0.0,1.0
2023-04-14,164.59,166.32,163.82,165.21,163.019349808719,49386480,0.0,1.0
2023-04-17,165.09,165.39,164.03,165.23,163.039084612884,40713618,0.0,1.0
2023-04-18,166.1,167.41,165.65,166.47,164.262642471143,49923008,0.0,1.0
2023-04-19,165.8,168.16,165.54,167.63,165.407261112739,47720166,0.0,1.0
2023-04-20,166.09,167.87,165.56,166.65,164.440255708632,52456377,0.0,1.0
2023-04-21,165.05,166.4521,164.49,165.02,162.831869169147,58337341,0.0,1.0
2023-04-24,165.0,165.6,163.89,165.33,163.137758633712,41949581,0.0,1.0
2023-04-25,165.19,166.305,163.73,163.77,161.598443908807,48714063,0.0,1.0
2023-04-26,163.055,165.28,162.8,163.76,161.588576506724,44105745,0.0,1.0
