date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,symbol,revenue,net_income,operating_income,gross_profit,total_assets,total_liabilities,long_term_debt,cash_and_equivalents,operating_cashflow,capital_expenditures,real_gdp,real_gdp_per_capita,cpi,inflation,unemployment,federal_funds_rate,retail_sales,treasury_yield_10y
2022-01-18,134.5,136.3893,131.59,131.93,131.93,56219009,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2022-01-19,133.55,134.57,128.02,128.27,128.27,69429197,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2022-01-20,126.04,128.51,121.41,121.89,121.89,91157293,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2022-01-21,120.14,125.02,118.39,118.81,118.81,95685268,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2022-01-24,115.4,116.77,107.5,116.53,116.53,116301816,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2022-01-25,114.1,114.82,109.86,111.13,111.13,85102907,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2022-01-26,114.55,117.16,108.63,110.71,110.71,94752613,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2022-01-27,111.96,112.75,101.94,102.6,102.6,125954124,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2022-01-28,101.55,105.4,99.35,105.24,105.24,98749521,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2022-01-31,107.93,114.31,106.9,114.25,114.25,97205994,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,281.148,8.00279982052121,4.0,0.08,505782.0,1.76
2022-02-01,116.75,117.26,112.73,116.78,116.78,122467874,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,283.716,8.00279982052121,3.8,0.08,496221.0,1.93
2022-02-02,129.89,130.06,120.64,122.76,122.76,180064993,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,283.716,8.00279982052121,3.8,0.08,496221.0,1.93
2022-02-03,120.32,125.37,118.816,120.08,120.08,103599467,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,283.716,8.00279982052121,3.8,0.08,496221.0,1.93
2022-02-04,120.34,124.96,118.58,123.6,123.6,86212008,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,283.716,8.00279982052121,3.8,0.08,496221.0,1.93
2022-02-07,123.56,127.63,122.785,123.67,123.67,81672504,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,283.716,8.00279982052121,3.8,0.08,496221.0,1.93
2022-02-08,122.38,128.705,122.05,128.23,128.23,84902753,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,283.716,8.00279982052121,3.8,0.08,496221.0,1.93
2022-02-09,129.6,132.96,127.65,132.85,132.85,92948862,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,283.716,8.00279982052121,3.8,0.08,496221.0,1.93
2022-02-10,128.84,131.7589,124.61,125.77,125.77,108939859,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,283.716,8.00279982052121,3.8,0.08,496221.0,1.93
2022-02-11,126.14,127.1699,111.81,113.18,113.18,164723241,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,283.716,8.00279982052121,3.8,0.08,496221.0,1.93
2022-02-14,115.51,118.37,113.46,114.27,114.27,135146410,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,283.716,8.00279982052121,3.8,0.08,496221.0,1.93
2022-02-15,117.19,121.88,114.36,121.47,121.47,144139671,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,283.716,8.00279982052121,3.8,0.08,496221.0,1.93
2022-02-16,119.05,119.54,114.22,117.69,117.69,119109631,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,283.716,8.00279982052121,3.8,0.08,496221.0,1.93
2022-02-17,116.26,116.98,112.26,112.37,112.37,98179641,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,283.716,8.00279982052121,3.8,0.08,496221.0,1.93
2022-02-18,113.9,115.635,109.89,113.83,113.83,114321231,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,283.716,8.00279982052121,3.8,0.08,496221.0,1.93
2022-02-22,115.27,119.2,113.61,115.65,115.65,141069217,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,283.716,8.00279982052121,3.8,0.08,496221.0,1.93
2022-02-23,117.4,118.65,109.04,109.76,109.76,120299433,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,283.716,8.00279982052121,3.8,0.08,496221.0,1.93
2022-02-24,104.56,116.96,104.26,116.61,116.61,142956572,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,283.716,8.00279982052121,3.8,0.08,496221.0,1.93
2022-02-25,117.16,121.23,116.0421,121.06,121.06,127820983,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,283.716,8.00279982052121,3.8,0.08,496221.0,1.93
2022-02-28,120.31,124.61,119.2,123.34,123.34,124666142,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,283.716,8.00279982052121,3.8,0.08,496221.0,1.93
2022-03-01,122.33,122.43,112.8,113.83,113.83,126552244,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-03-02,115.47,119.48,113.31,118.28,118.28,118354509,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-03-03,118.13,118.26,111.05,111.98,111.98,123916721,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-03-04,112.0,113.0,106.81,108.41,108.41,100671339,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-03-07,108.53,109.53,102.82,102.95,102.95,92599972,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-03-08,102.81,109.9,100.08,105.53,105.53,135348316,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-03-09,108.41,111.71,106.85,111.05,111.05,102310329,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-03-10,108.89,109.07,103.07,106.46,106.46,102557375,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-03-11,108.13,108.19,104.08,104.29,104.29,87584432,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-03-14,102.99,105.2397,101.04,102.25,102.25,89731676,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-03-15,102.66,109.69,101.79,109.33,109.33,112425543,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-03-16,111.6,115.42,109.89,115.37,115.37,113689804,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-03-17,112.14,114.27,109.71,111.69,111.69,103201695,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-03-18,111.28,114.93,110.55,113.46,113.46,105271835,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-03-21,113.73,117.57,112.54,115.92,115.92,101182208,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-03-22,115.43,117.95,113.81,114.78,114.78,101343582,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-03-23,114.29,117.55,112.21,113.92,113.92,90579150,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-03-24,114.96,120.55,113.71,120.53,120.53,121961329,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-03-25,119.915,121.4,117.2533,119.67,119.67,95724592,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-03-28,117.7,120.41,116.71,120.24,120.24,92966149,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-03-29,122.28,123.71,119.59,123.23,123.23,94143028,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-03-30,123.04,125.67,118.59,119.22,119.22,99476946,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-03-31,116.31,116.38,109.02,109.34,109.34,147004790,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65770.0,287.504,8.00279982052121,3.7,0.2,584512.0,2.13
2022-04-01,110.48,111.42,106.102,108.19,108.19,111867074,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,289.109,8.00279982052121,3.7,0.33,582200.0,2.75
2022-04-04,109.97,110.9391,107.03,110.53,110.53,90220034,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,289.109,8.00279982052121,3.7,0.33,582200.0,2.75
2022-04-05,109.685,110.48,106.05,106.82,106.82,79305131,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,289.109,8.00279982052121,3.7,0.33,582200.0,2.75
2022-04-06,104.45,105.744,101.7106,103.67,103.67,105256602,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,289.109,8.00279982052121,3.7,0.33,582200.0,2.75
2022-04-07,103.92,105.24,100.91,103.72,103.72,91895526,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,289.109,8.00279982052121,3.7,0.33,582200.0,2.75
2022-04-08,102.51,102.99,100.4205,101.0,101.0,92746663,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,289.109,8.00279982052121,3.7,0.33,582200.0,2.75
2022-04-11,98.6,98.67,95.94,97.37,97.37,95527655,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,289.109,8.00279982052121,3.7,0.33,582200.0,2.75
2022-04-12,98.78,99.59,94.6,95.1,95.1,89246449,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,289.109,8.00279982052121,3.7,0.33,582200.0,2.75
2022-04-13,95.3,98.33,94.71,97.74,97.74,77728418,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,289.109,8.00279982052121,3.7,0.33,582200.0,2.75
2022-04-14,98.37,98.39,92.92,93.06,93.06,73354367,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,289.109,8.00279982052121,3.7,0.33,582200.0,2.75
2022-04-18,92.03,95.16,91.64,93.89,93.89,80605752,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,289.109,8.00279982052121,3.7,0.33,582200.0,2.75
2022-04-19,93.385,97.07,92.84,96.93,96.93,77069496,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,289.109,8.00279982052121,3.7,0.33,582200.0,2.75
2022-04-20,97.84,97.91,93.2,94.02,94.02,62322274,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,289.109,8.00279982052121,3.7,0.33,582200.0,2.75
2022-04-21,95.16,96.23,89.24,89.85,89.85,76680635,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,289.109,8.00279982052121,3.7,0.33,582200.0,2.75
2022-04-22,90.03,91.46,87.935,88.14,88.14,75017652,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,289.109,8.00279982052121,3.7,0.33,582200.0,2.75
2022-04-25,89.86,91.37,88.61,90.69,90.69,93481042,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,289.109,8.00279982052121,3.7,0.33,582200.0,2.75
2022-04-26,89.74,90.12,85.08,85.16,85.16,87805574,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,289.109,8.00279982052121,3.7,0.33,582200.0,2.75
2022-04-27,84.25,87.9,84.02,84.91,84.91,83125054,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,289.109,8.00279982052121,3.7,0.33,582200.0,2.75
2022-04-28,86.67,90.58,84.78,89.64,89.64,91495449,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,289.109,8.00279982052121,3.7,0.33,582200.0,2.75
2022-04-29,88.05,91.79,85.38,85.52,85.52,82647701,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,289.109,8.00279982052121,3.7,0.33,582200.0,2.75
2022-05-02,85.655,90.37,85.3201,89.84,89.84,98304091,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,292.296,8.00279982052121,3.6,0.77,601192.0,2.9
2022-05-03,89.85,92.21,89.01,91.13,91.13,126381846,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,292.296,8.00279982052121,3.6,0.77,601192.0,2.9
2022-05-04,98.18,99.69,91.7,99.42,99.42,224892814,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,292.296,8.00279982052121,3.6,0.77,601192.0,2.9
2022-05-05,97.65,97.84,92.17,93.87,93.87,153129770,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,292.296,8.00279982052121,3.6,0.77,601192.0,2.9
2022-05-06,94.34,98.18,92.65,95.34,95.34,144286560,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,292.296,8.00279982052121,3.6,0.77,601192.0,2.9
2022-05-09,92.865,93.74,85.38,86.36,86.36,144523668,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,292.296,8.00279982052121,3.6,0.77,601192.0,2.9
2022-05-10,89.18,90.7721,85.41,88.73,88.73,137235451,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,292.296,8.00279982052121,3.6,0.77,601192.0,2.9
2022-05-11,87.84,93.46,86.53,87.92,87.92,136137858,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,292.296,8.00279982052121,3.6,0.77,601192.0,2.9
2022-05-12,86.6,88.55,83.27,87.06,87.06,129214223,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,292.296,8.00279982052121,3.6,0.77,601192.0,2.9
2022-05-13,88.3,96.57,88.22,95.12,95.12,138068073,0.0,1.0,AMD,5887000000.0,786000000.0,951000000.0,2818000000.0,66915000000.0,11582000000.0,1475000000.0,4740000000.0,995000000.0,71000000.0,22075.931,65774.0,292.296,8.00279982052121,3.6,0.77,601192.0,2.9
